ticket_id,customer_id,issue_type,resolution_time,satisfaction_score,refund_requested
TCK-002764,CUST-00774,Account Security,1.6,3,No
TCK-002765,CUST-01449,Payment Issue,13.4,2,No
TCK-002766,CUST-02103,Refund Inquiry,3.0,4,No
TCK-002767,CUST-03479,Account Security,6.0,5,No
TCK-002768,CUST-02135,Late Delivery,63.2,1,Yes
TCK-002769,CUST-03055,Late Delivery,35.8,1,Yes
TCK-002770,CUST-02496,Refund Inquiry,12.1,4,No
TCK-002771,CUST-02160,Damaged Item,20.0,1,Yes
TCK-002772,CUST-03362,Payment Issue,14.8,5,Yes
TCK-002773,CUST-00961,Damaged Item,61.8,3,Yes
TCK-002774,CUST-01777,Late Delivery,36.6,1,Yes
TCK-002775,CUST-00500,Damaged Item,55.6,2,No
TCK-002776,CUST-00749,Late Delivery,63.4,1,Yes
TCK-002777,CUST-03218,Damaged Item,41.2,1,No
TCK-002778,CUST-01526,Account Security,13.3,4,No
TCK-002779,CUST-02562,Late Delivery,52.5,2,Yes
TCK-002780,CUST-01590,Refund Inquiry,13.8,5,No
TCK-002781,CUST-03171,Wrong Item Sent,17.2,3,No
TCK-002782,CUST-03038,Damaged Item,61.6,1,Yes
TCK-002783,CUST-02543,Damaged Item,68.6,4,No
TCK-002784,CUST-03454,Damaged Item,35.8,1,Yes
TCK-002785,CUST-01867,Damaged Item,22.0,5,Yes
TCK-002786,CUST-01148,Payment Issue,20.2,5,No
TCK-002787,CUST-01766,Refund Inquiry,7.7,4,No
TCK-002788,CUST-02595,Damaged Item,21.6,5,Yes
TCK-002789,CUST-02647,Late Delivery,12.3,3,Yes
TCK-002790,CUST-01600,Late Delivery,43.4,1,No
TCK-002791,CUST-03236,Damaged Item,65.4,4,Yes
TCK-002792,CUST-03110,Late Delivery,33.9,4,No
TCK-002793,CUST-02953,Late Delivery,41.6,3,Yes
TCK-002794,CUST-00613,Payment Issue,3.2,4,No
TCK-002795,CUST-02060,Late Delivery,62.2,1,Yes
TCK-002796,CUST-00663,Wrong Item Sent,21.4,5,Yes
TCK-002797,CUST-02685,Damaged Item,69.0,1,Yes
TCK-002798,CUST-02818,Late Delivery,17.7,1,Yes
TCK-002799,CUST-02753,Wrong Item Sent,5.6,4,No
TCK-002800,CUST-03188,Payment Issue,17.6,2,No
TCK-002801,CUST-02168,Late Delivery,51.6,1,Yes
TCK-002802,CUST-03163,Payment Issue,21.6,4,No
TCK-002803,CUST-03068,Wrong Item Sent,17.5,3,No
TCK-002804,CUST-02393,Payment Issue,13.0,2,No
TCK-002805,CUST-01143,Damaged Item,22.8,5,Yes
TCK-002806,CUST-02360,Payment Issue,4.1,4,No
TCK-002807,CUST-00965,Late Delivery,21.0,3,Yes
TCK-002808,CUST-01174,Wrong Item Sent,18.9,2,No
TCK-002809,CUST-03387,Payment Issue,4.4,2,No
TCK-002810,CUST-01233,Refund Inquiry,6.1,3,Yes
TCK-002811,CUST-01686,Late Delivery,44.4,3,Yes
TCK-002812,CUST-02785,Late Delivery,28.6,2,Yes
TCK-002813,CUST-03458,Damaged Item,65.4,3,Yes
TCK-002814,CUST-02009,Wrong Item Sent,7.8,5,No
TCK-002815,CUST-00137,Wrong Item Sent,20.0,5,No
TCK-002816,CUST-00419,Late Delivery,23.7,2,Yes
TCK-002817,CUST-02973,Wrong Item Sent,17.6,4,No
TCK-002818,CUST-01503,Late Delivery,35.8,1,No
TCK-002819,CUST-01580,Account Security,21.6,4,No
TCK-002820,CUST-01141,Payment Issue,11.8,4,No
TCK-002821,CUST-00230,Refund Inquiry,22.5,3,No
TCK-002822,CUST-01952,Wrong Item Sent,7.1,3,No
TCK-002823,CUST-02321,Refund Inquiry,8.3,4,Yes
TCK-002824,CUST-01266,Late Delivery,43.4,1,No
TCK-002825,CUST-00247,Damaged Item,56.4,2,No
TCK-002826,CUST-02435,Damaged Item,27.4,1,No
TCK-002827,CUST-01545,Late Delivery,34.1,1,Yes
TCK-002828,CUST-01615,Late Delivery,22.6,3,Yes
TCK-002829,CUST-02287,Wrong Item Sent,22.4,5,No
TCK-002830,CUST-00117,Late Delivery,69.1,1,No
TCK-002831,CUST-00369,Late Delivery,39.8,2,No
TCK-002832,CUST-02626,Late Delivery,22.0,1,Yes
TCK-002833,CUST-00345,Wrong Item Sent,22.4,3,No
TCK-002834,CUST-03030,Damaged Item,55.9,4,Yes
TCK-002835,CUST-02784,Late Delivery,26.5,3,Yes
TCK-002836,CUST-02646,Damaged Item,70.5,2,Yes
TCK-002837,CUST-00670,Late Delivery,33.9,1,Yes
TCK-002838,CUST-02169,Refund Inquiry,22.2,5,No
TCK-002839,CUST-00050,Wrong Item Sent,14.8,4,No
TCK-002840,CUST-02176,Late Delivery,70.0,3,Yes
TCK-002841,CUST-00516,Late Delivery,38.6,2,Yes
TCK-002842,CUST-00163,Damaged Item,61.3,2,No
TCK-002843,CUST-03282,Account Security,11.0,3,No
TCK-002844,CUST-00512,Refund Inquiry,4.6,4,Yes
TCK-002845,CUST-02174,Late Delivery,63.2,2,Yes
TCK-002846,CUST-00014,Damaged Item,15.9,2,No
TCK-002847,CUST-01014,Wrong Item Sent,9.4,4,No
TCK-002848,CUST-02648,Damaged Item,25.6,2,Yes
TCK-002849,CUST-02966,Wrong Item Sent,11.1,4,No
TCK-002850,CUST-02767,Payment Issue,9.3,4,No
TCK-002851,CUST-02111,Damaged Item,49.0,1,No
TCK-002852,CUST-01160,Damaged Item,49.8,1,Yes
TCK-002853,CUST-01848,Damaged Item,26.1,3,Yes
TCK-002854,CUST-02630,Late Delivery,54.8,1,Yes
TCK-002855,CUST-00727,Late Delivery,34.5,1,Yes
TCK-002856,CUST-02251,Account Security,7.7,1,No
TCK-002857,CUST-03422,Late Delivery,43.7,1,Yes
TCK-002858,CUST-00938,Refund Inquiry,7.9,4,No
TCK-002859,CUST-00624,Late Delivery,57.6,2,Yes
TCK-002860,CUST-02094,Late Delivery,27.6,1,Yes
TCK-002861,CUST-01247,Payment Issue,17.8,5,Yes
TCK-002862,CUST-01532,Wrong Item Sent,8.5,5,No
TCK-002863,CUST-01008,Payment Issue,23.1,5,No
TCK-002864,CUST-01100,Wrong Item Sent,10.3,3,Yes
TCK-002865,CUST-03090,Late Delivery,20.8,1,Yes
TCK-002866,CUST-00880,Payment Issue,7.0,3,No
TCK-002867,CUST-02457,Late Delivery,21.5,3,Yes
TCK-002868,CUST-02143,Late Delivery,63.4,3,Yes
TCK-002869,CUST-02845,Account Security,22.9,3,No
TCK-002870,CUST-01726,Late Delivery,53.1,1,No
TCK-002871,CUST-00172,Late Delivery,13.7,1,Yes
TCK-002872,CUST-01038,Late Delivery,37.1,1,Yes
TCK-002873,CUST-01685,Account Security,2.9,4,No
TCK-002874,CUST-01587,Damaged Item,70.9,1,Yes
TCK-002875,CUST-02793,Late Delivery,49.6,2,Yes
TCK-002876,CUST-01959,Account Security,17.1,5,No
TCK-002877,CUST-01282,Late Delivery,39.6,1,Yes
TCK-002878,CUST-00043,Payment Issue,9.7,4,No
TCK-002879,CUST-03176,Damaged Item,43.4,2,No
TCK-002880,CUST-02650,Refund Inquiry,20.8,1,Yes
TCK-002881,CUST-02601,Late Delivery,66.1,1,Yes
TCK-002882,CUST-02893,Wrong Item Sent,14.7,4,No
TCK-002883,CUST-01911,Payment Issue,16.4,3,No
TCK-002884,CUST-02355,Payment Issue,12.2,4,No
TCK-002885,CUST-02489,Late Delivery,54.7,2,No
TCK-002886,CUST-00760,Wrong Item Sent,3.5,5,No
TCK-002887,CUST-00613,Late Delivery,35.7,3,Yes
TCK-002888,CUST-01837,Refund Inquiry,23.2,4,Yes
TCK-002889,CUST-02911,Account Security,1.2,4,Yes
TCK-002890,CUST-01740,Late Delivery,57.0,4,Yes
TCK-002891,CUST-01440,Refund Inquiry,11.9,4,No
TCK-002892,CUST-02366,Late Delivery,23.0,2,No
TCK-002893,CUST-02391,Late Delivery,69.9,1,Yes
TCK-002894,CUST-02057,Damaged Item,72.0,3,Yes
TCK-002895,CUST-00978,Payment Issue,20.2,3,Yes
TCK-002896,CUST-00460,Refund Inquiry,5.9,4,No
TCK-002897,CUST-01739,Damaged Item,50.3,2,No
TCK-002898,CUST-00276,Damaged Item,38.6,1,Yes
TCK-002899,CUST-02259,Payment Issue,17.5,3,No
TCK-002900,CUST-02374,Damaged Item,27.6,3,Yes
TCK-002901,CUST-03117,Damaged Item,60.4,2,No
TCK-002902,CUST-00338,Refund Inquiry,13.6,4,No
TCK-002903,CUST-01661,Damaged Item,52.1,1,Yes
TCK-002904,CUST-00310,Late Delivery,47.3,4,No
TCK-002905,CUST-01351,Late Delivery,25.5,2,Yes
TCK-002906,CUST-02637,Damaged Item,29.8,3,Yes
TCK-002907,CUST-03285,Late Delivery,24.6,4,Yes
TCK-002908,CUST-02747,Damaged Item,27.0,4,No
TCK-002909,CUST-02425,Damaged Item,60.6,5,Yes
TCK-002910,CUST-02413,Late Delivery,32.9,2,Yes
TCK-002911,CUST-01426,Payment Issue,11.8,1,Yes
TCK-002912,CUST-02619,Refund Inquiry,15.5,5,No
TCK-002913,CUST-03381,Refund Inquiry,1.4,4,Yes
TCK-002914,CUST-00398,Damaged Item,66.2,2,Yes
TCK-002915,CUST-02741,Late Delivery,42.4,2,Yes
TCK-002916,CUST-02473,Damaged Item,50.8,3,Yes
TCK-002917,CUST-01363,Late Delivery,62.1,3,Yes
TCK-002918,CUST-02306,Damaged Item,68.4,2,No
TCK-002919,CUST-02291,Payment Issue,13.8,4,No
TCK-002920,CUST-02115,Damaged Item,19.9,2,Yes
TCK-002921,CUST-02827,Late Delivery,32.7,5,No
TCK-002922,CUST-02117,Damaged Item,65.6,2,No
TCK-002923,CUST-02021,Account Security,1.8,5,No
TCK-002924,CUST-00772,Damaged Item,48.7,2,Yes
TCK-002925,CUST-02791,Late Delivery,59.3,1,Yes
TCK-002926,CUST-02691,Damaged Item,47.0,2,Yes
TCK-002927,CUST-02262,Wrong Item Sent,8.3,3,No
TCK-002928,CUST-02271,Damaged Item,60.7,3,Yes
TCK-002929,CUST-03169,Late Delivery,40.5,2,Yes
TCK-002930,CUST-01145,Late Delivery,17.1,1,Yes
TCK-002931,CUST-01401,Late Delivery,71.2,1,Yes
TCK-002932,CUST-00583,Late Delivery,51.1,2,Yes
TCK-002933,CUST-02352,Late Delivery,31.6,1,Yes
TCK-002934,CUST-02754,Refund Inquiry,15.6,3,No
TCK-002935,CUST-01511,Account Security,17.3,4,No
TCK-002936,CUST-01354,Wrong Item Sent,7.0,4,Yes
TCK-002937,CUST-00020,Late Delivery,29.7,1,No
TCK-002938,CUST-01482,Late Delivery,14.6,2,No
TCK-002939,CUST-01364,Account Security,7.8,1,No
TCK-002940,CUST-00656,Wrong Item Sent,20.3,2,No
TCK-002941,CUST-02108,Refund Inquiry,20.6,4,No
TCK-002942,CUST-03012,Payment Issue,19.7,3,No
TCK-002943,CUST-02268,Payment Issue,20.7,5,Yes
TCK-002944,CUST-01470,Account Security,23.4,2,No
TCK-002945,CUST-02365,Payment Issue,5.4,3,No
TCK-002946,CUST-00108,Late Delivery,30.7,3,Yes
TCK-002947,CUST-02111,Late Delivery,55.6,3,Yes
TCK-002948,CUST-01127,Refund Inquiry,9.4,3,No
TCK-002949,CUST-01443,Late Delivery,22.3,1,Yes
TCK-002950,CUST-01161,Late Delivery,58.1,1,Yes
TCK-002951,CUST-03269,Late Delivery,36.8,1,Yes
TCK-002952,CUST-02604,Late Delivery,58.6,1,No
TCK-002953,CUST-03211,Payment Issue,13.4,3,Yes
TCK-002954,CUST-01860,Payment Issue,14.4,4,No
TCK-002955,CUST-02047,Damaged Item,39.2,1,No
TCK-002956,CUST-02931,Late Delivery,31.3,2,No
TCK-002957,CUST-03167,Damaged Item,22.2,3,Yes
TCK-002958,CUST-02936,Refund Inquiry,17.7,2,No
TCK-002959,CUST-02164,Late Delivery,64.0,3,No
TCK-002960,CUST-01391,Account Security,13.9,2,No
TCK-002961,CUST-02192,Damaged Item,40.8,1,Yes
TCK-002962,CUST-00131,Late Delivery,64.5,1,Yes
TCK-002963,CUST-00324,Wrong Item Sent,6.6,3,No
TCK-002964,CUST-02839,Payment Issue,17.2,5,No
TCK-002965,CUST-02589,Account Security,2.4,3,No
TCK-002966,CUST-02889,Late Delivery,20.3,3,Yes
TCK-002967,CUST-02099,Wrong Item Sent,17.2,2,Yes
TCK-002968,CUST-03047,Account Security,19.1,3,No
TCK-002969,CUST-01021,Payment Issue,19.0,5,No
TCK-002970,CUST-02864,Late Delivery,34.7,2,Yes
TCK-002971,CUST-02224,Late Delivery,57.3,4,No
TCK-002972,CUST-01618,Late Delivery,19.7,2,Yes
TCK-002973,CUST-01788,Damaged Item,46.7,3,No
TCK-002974,CUST-02753,Late Delivery,16.7,5,Yes
TCK-002975,CUST-01689,Refund Inquiry,5.7,5,Yes
TCK-002976,CUST-01211,Late Delivery,60.6,4,Yes
TCK-002977,CUST-01498,Late Delivery,55.0,1,No
TCK-002978,CUST-02395,Wrong Item Sent,11.8,4,No
TCK-002979,CUST-03254,Wrong Item Sent,3.1,2,No
TCK-002980,CUST-02594,Payment Issue,9.8,5,Yes
TCK-002981,CUST-02174,Damaged Item,12.0,2,No
TCK-002982,CUST-00405,Damaged Item,30.9,3,No
TCK-002983,CUST-00411,Payment Issue,14.7,4,No
TCK-002984,CUST-02166,Damaged Item,41.1,2,Yes
TCK-002985,CUST-01757,Late Delivery,71.7,4,No
TCK-002986,CUST-01943,Refund Inquiry,6.7,5,No
TCK-002987,CUST-01647,Refund Inquiry,4.8,5,No
TCK-002988,CUST-00412,Late Delivery,66.9,3,No
TCK-002989,CUST-00723,Damaged Item,31.3,1,No
TCK-002990,CUST-02268,Damaged Item,63.6,2,Yes
TCK-002991,CUST-01961,Damaged Item,69.1,1,Yes
TCK-002992,CUST-00913,Wrong Item Sent,7.6,3,No
TCK-002993,CUST-00089,Refund Inquiry,2.7,5,No
TCK-002994,CUST-01505,Late Delivery,24.6,3,No
TCK-002995,CUST-02715,Late Delivery,49.8,1,Yes
TCK-002996,CUST-02731,Account Security,20.6,5,No
TCK-002997,CUST-01795,Refund Inquiry,11.9,5,No
TCK-002998,CUST-00315,Late Delivery,20.1,2,Yes
TCK-002999,CUST-01704,Wrong Item Sent,9.0,4,No
TCK-003000,CUST-01159,Damaged Item,41.6,3,Yes
